StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Condition,RFSF1,RFSF2,RFSF3,RFSF4,RFSF5,RFSF6,RFSF7,RFSF8,RFSF9,RFSF10,RFSF11,RFSF12,RFSF13,RFSF14,RFSF15,RFSF16,RFSF17,RFSF18,RFSF19,RFSF20,RFSF21,RFSF22,RFSF23,RFSF24,RFSF25,RFSF26,RFSF27,RFSF28,RFSF29,RFSF30,Q94,Q95,Q96,Q97,Q98,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q119,Q171,Q172,Q173,Q174,Q175,Q182,Q148,Q149,Q150,Q151,Q152,Q153,Q154,Q155,Q156,Q157,Q158,Q159,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q176,Q178,Q179,Q180,Q181,Q54,Q55,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q66,Q64,Q65,Q7,Q1,Q2,Q183,Q9,Q10,Q11,Q11_2_TEXT,Q12,Q71,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q159,Q160,Q161,Q162,Q53,Q54,Q54_6_TEXT,Q56,Q57,Q61,Q62,Q62_3_TEXT,Q63,Q51,Q185,id
1/21/22 15:17,1/21/22 15:27,0,69.1.192.161,100,607,1,1/21/22 15:27,R_2aRAcNoMO5LYxUT,,,,,28.07679749,-82.44599915,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,3,3,2,3,2,3,3,4,3,4,4,4,3,2,3,4,4,2,3,3,1,1,1,1,1,5,4,3,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,3,3,2,3,3,2,2,1,3,1,1,1,1,1,1,1,1,3,2,4,olive,3,2,1,,3,2,2,2,2,6,3,2,2,1,1,1,1,1,19,2,,3,1,3,3,Buddhism ,2,2,Psychology ,42406
1/21/22 15:11,1/21/22 15:29,0,131.247.244.228,100,1077,1,1/21/22 15:29,R_1rJvnuqZFcaknC0,,,,,28.11470032,-82.36779785,anonymous,EN,1,1,3,1,3,2,1,2,2,2,3,2,2,2,2,2,4,4,2,4,3,3,2,2,2,3,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,5,1,5,1,2,1,1,1,2,1,2,3,2,3,olive,3,2,1,,3,4,6,5,6,2,4,5,4,5,2,4,1,4,22,2,,1,1,3,3,Orthodox,3,2,Biology,45497
1/21/22 23:56,1/22/22 0:07,0,99.163.70.111,100,647,1,1/22/22 0:07,R_3EQP9IQlQEWNmIv,,,,,29.94749451,-81.52639771,anonymous,EN,0.899999976,1,4,2,4,2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,3,3,2,4,2,4,4,4,4,1,4,4,4,4,2,2,2,2,2,2,3,2,1,3,3,3,3,6,6,6,6,4,2,1,2,1,5,1,1,4,2,4,olive,4,2,2,therapy,3,1,1,1,1,7,2,1,1,1,1,4,1,5,19,2,,1,1,3,3,Christian ,4,2,Psychology ,45231
1/22/22 1:54,1/22/22 2:28,0,131.247.244.240,100,2023,1,1/22/22 2:28,R_1pGp7XfsrHOfBei,,,,,28.11470032,-82.36779785,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,4,2,3,3,2,4,4,4,2,3,3,4,4,3,4,3,3,4,2,2,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,3,3,3,6,1,4,1,2,1,1,1,4,2,3,2,2,1,olive,2,2,1,,1,3,4,5,2,7,4,5,4,1,1,2,1,5,18,2,,1,1,4,1,,4,2,Psychology,45683
1/22/22 8:07,1/22/22 8:25,0,47.204.244.118,100,1106,1,1/22/22 8:25,R_2w79w1rtnQCzqgt,,,,,28.13549805,-82.46050262,anonymous,EN,1,1,4,2,4,4,3,4,4,2,4,2,2,4,3,3,4,4,4,4,4,3,3,4,3,4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,3,3,4,6,5,1,1,,olive,3,2,1,,3,4,5,1,3,6,3,3,4,3,2,2,3,4,20,1,,1,1,3,3,Christian,1,2,Health Sciences,45685
1/22/22 12:27,1/22/22 12:48,0,73.0.86.152,100,1281,1,1/22/22 12:48,R_bavNQ8BzQJ5HP7r,,,,,26.3164978,-80.27480316,anonymous,EN,1,1,4,2,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,3,3,3,3,3,4,5,2,5,4,4,3,4,3,4,3,6,3,2,3,olive,3,2,1,,2,2,5,4,6,2,5,3,4,4,5,4,1,5,22,2,,4,1,4,3,Christian,5,2,Biomedical Sciences,45694
1/22/22 13:44,1/22/22 14:05,0,131.247.226.59,100,1238,1,1/22/22 14:05,R_1l6PXRYdi1UHj9c,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,4,3,4,4,2,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,4,4,4,3,3,3,3,3,2,2,1,4,2,2,1,2,1,2,1,2,2,1,,olive,3,2,2,My hebrew school and with my parents ,2,1,1,2,1,5,1,4,2,1,1,1,1,2,19,1,,1,1,3,3,Reform,4,2,Health Sciences,45597
1/22/22 15:42,1/22/22 15:56,0,131.247.226.120,100,807,1,1/22/22 15:56,R_bpcxyfNArqwJYml,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,3,3,2,3,3,4,4,2,3,2,4,3,4,4,3,4,3,4,4,3,1,1,1,1,1,5,1,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,1,1,3,4,4,3,2,3,2,3,5,5,3,2,1,1,2,2,2,3,4,1,3,3,4,olive,3,2,1,,2,2,6,2,6,2,5,3,3,3,5,5,1,6,18,2,,1,1,1,1,,1,2,Health Sciences,45519
1/22/22 18:52,1/22/22 19:02,0,172.58.171.8,100,565,1,1/22/22 19:02,R_ROmboNEEQtDQtZ7,,,,,28.54359436,-81.37380219,anonymous,EN,0.800000012,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,2,1,1,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,2,3,1,3,4,4,1,4,1,1,6,6,1,4,5,1,4,1,1,6,1,1,3,1,,Olive,5,2,2,SSS Workshops and Orientation,4,7,7,5,7,7,7,7,6,6,1,7,2,7,19,2,,4,1,3,1,,1,2,Health Sciences,45528
1/23/22 0:50,1/23/22 1:05,0,131.247.244.235,100,905,1,1/23/22 1:05,R_29bitSfCyUdJhYk,,,,,28.11470032,-82.36779785,anonymous,EN,1,1,3,4,3,3,3,3,3,1,4,2,3,2,2,2,4,4,2,3,2,2,2,4,2,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,5,4,4,4,5,6,3,1,6,2,1,,olive,4,2,2,High school,4,4,5,4,5,4,6,5,4,1,2,5,4,5,18,1,,"1,4",1,1,1,,1,2,Cybersecurity,45585
1/23/22 11:46,1/23/22 11:58,0,173.205.111.197,100,708,1,1/23/22 11:58,R_3rSN1cfTzZaJmTc,,,,,28.05079651,-82.4484024,anonymous,EN,0.899999976,1,4,4,3,4,2,4,4,4,4,2,2,4,3,2,3,4,3,3,3,2,3,3,3,3,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1,3,3,3,4,5,2,5,4,3,2,2,2,3,3,4,2,1,,olive,3,2,1,,2,2,4,2,1,6,3,2,2,2,2,2,1,7,19,1,,1,1,1,1,,1,2,Biology,45705
1/23/22 14:04,1/23/22 14:10,0,131.247.224.30,100,401,1,1/23/22 14:10,R_1plfc9PTW7hRq89,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,4,3,1,1,1,1,1,5,3,3,4,3,3,4,4,2,4,2,4,4,4,4,2,4,4,2,4,4,3,1,3,2,4,3,3,2,3,3,2,2,1,1,1,1,1,2,3,1,1,4,4,2,4,olive,3,2,1,,3,1,4,1,2,5,5,5,2,1,5,2,1,6,18,2,,1,1,3,1,,3,1,Pre-Nursing,45584
1/23/22 14:02,1/23/22 14:25,0,69.1.192.161,100,1345,1,1/23/22 14:25,R_1jwUn0PSI7NsqIB,,,,,28.07679749,-82.44599915,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,2,2,3,4,1,1,1,1,1,5,1,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3,3,3,3,3,4,5,2,5,2,4,2,5,5,4,5,6,3,2,4,olive.,3,2,1,,2,4,5,5,5,6,4,5,5,1,1,1,1,3,18,2,,1,1,4,1,,5,1,Health Sciences,45532
1/23/22 15:51,1/23/22 16:03,0,75.102.132.144,100,724,1,1/23/22 16:03,R_2YJ9Z73ReyH5IPH,,,,,28.07679749,-82.44599915,anonymous,EN,0.899999976,1,1,2,4,2,2,4,4,3,4,1,4,4,3,4,4,4,4,4,4,4,2,2,4,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,2,6,1,2,2,4,2,3,5,5,2,1,,olive.,1,2,2,High school,2,1,5,1,1,7,1,1,1,1,5,4,5,6,19,1,,1,1,1,1,,1,2,Finance,45616
1/23/22 16:07,1/23/22 16:19,0,65.33.64.18,100,679,1,1/23/22 16:19,R_2YsQDoVrqUEn4Fi,,,,,28.05079651,-82.4484024,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,1,1,1,1,5,2,4,2,4,3,2,2,2,4,4,2,2,2,3,4,3,2,2,3,2,3,3,3,2,3,3,3,1,3,1,4,5,2,4,1,2,3,2,4,4,2,3,3,2,3,Olive,4,2,1,,1,3,7,3,7,5,5,1,3,2,1,1,1,5,26,2,,2,1,3,1,,1,2,Information Science,45710
1/23/22 17:57,1/23/22 18:21,0,99.152.249.185,100,1473,1,1/23/22 18:21,R_3JsYkl4hvBHvhpS,,,,,26.3480072,-80.14980316,anonymous,EN,1,1,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,5,2,6,3,4,1,1,4,6,2,3,4,2,4,olive,3,2,1,,4,1,4,2,5,5,4,4,2,1,1,1,1,6,19,2,,2,1,3,1,,4,2,Information Science,45542
1/23/22 18:34,1/23/22 18:42,0,47.196.210.76,100,476,1,1/23/22 18:42,R_3G94fkl9ygnG9on,,,,,28.13890076,-82.74980164,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,1,3,4,3,4,2,4,4,4,3,4,4,4,4,3,4,3,3,2,2,4,1,1,1,1,1,5,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,3,5,4,3,4,3,1,1,1,2,6,1,1,1,1,,olive,2,2,2,high school class,3,4,7,5,5,3,6,4,5,4,4,4,1,3,18,2,,1,1,2,,,2,2,Biology,45514
1/23/22 20:12,1/23/22 20:28,0,172.109.168.131,100,968,1,1/23/22 20:28,R_se5eGpP1enSNnJT,,,,,28.11470032,-82.36779785,anonymous,EN,1,1,4,3,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,2,4,3,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,2,4,2,4,4,2,4,4,2,4,3,4,4,4,4,4,3,2,4,3,3,2,2,3,3,3,3,3,4,6,2,6,5,4,4,2,2,5,4,2,4,1,,olive,4,2,1,,3,4,6,6,7,1,7,7,4,4,2,4,4,4,36,2,,2,1,3,1,,2,2,business,45608
1/23/22 20:50,1/23/22 21:00,0,70.126.140.168,100,630,1,1/23/22 21:00,R_3NJOFN09trl5yYU,,,,,27.98829651,-82.29910278,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,5,6,2,6,3,4,2,4,4,4,5,5,4,2,4,Olive,3,2,1,,3,4,4,3,4,7,4,4,5,1,1,1,1,5,26,1,,4,1,3,3,Catholic ,4,2,Public health ,45591
1/23/22 21:00,1/23/22 21:12,0,131.247.226.52,100,708,1,1/23/22 21:12,R_ypzwpAEyAGeFc3L,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,3,2,4,2,1,3,2,2,2,2,4,4,3,4,3,4,3,4,3,3,2,3,2,2,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,4,3,4,4,4,3,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,5,3,4,4,4,3,3,3,4,4,3,4,2,4,olive,3,2,2,School,2,4,5,4,4,5,4,2,5,4,5,4,3,5,19,2,,1,1,3,3,Reform,5,2,psychology,44756
1/24/22 7:43,1/24/22 7:56,0,172.58.175.25,100,741,1,1/24/22 7:56,R_3lEK9vtgOvjlRI2,,,,,28.54359436,-81.37380219,anonymous,EN,0.699999988,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,1,3,2,3,3,3,3,3,3,2,4,4,4,4,3,4,2,2,2,3,2,1,1,1,1,1,5,4,4,4,3,3,2,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,2,3,4,4,3,3,3,3,3,2,5,2,3,2,4,2,2,2,4,3,3,4,2,4,Olive,2,2,2,High school,3,1,2,2,2,7,2,2,2,1,3,1,3,5,20,1,,1,1,2,3,Christian,3,2,Biology with a concentration in medicine,45706
1/24/22 10:18,1/24/22 10:29,0,47.204.214.131,100,699,1,1/24/22 10:29,R_2RWV1FIeeeZA8Gc,,,,,28.13549805,-82.46050262,anonymous,EN,1,1,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,2,2,2,2,4,2,4,2,2,2,2,4,2,2,1,4,1,2,1,1,1,2,1,1,1,3,4,4,4,olive,4,2,1,,3,1,5,4,5,7,2,2,2,1,3,2,1,6,44,2,,1,1,1,1,,1,2,psychology,45535
1/24/22 10:21,1/24/22 10:36,0,173.241.201.92,100,914,1,1/24/22 10:36,R_3oTpWErwcV7zpWn,,,,,27.86759949,-82.73519897,anonymous,EN,0.899999976,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,2,1,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1,1,1,1,5,3,2,2,3,3,2,2,2,4,4,2,2,4,2,2,2,2,2,4,2,2,3,2,2,2,1,1,3,3,1,5,3,1,6,1,1,2,1,4,6,2,1,4,2,4,olive,4,2,2,Another college and high school,3,4,6,3,6,2,6,1,3,5,6,3,4,7,21,2,,1,1,3,1,,3,2,Psychology,45575
1/24/22 11:19,1/24/22 11:33,0,71.51.72.49,100,791,1,1/24/22 11:33,R_3HiaQBsJdqpkrbV,,,,,28.30360413,-81.5911026,anonymous,EN,1,1,4,4,4,3,2,3,2,2,4,4,4,3,3,2,4,4,4,4,3,3,2,4,4,4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,2,2,4,4,4,2,4,2,4,4,4,4,4,2,4,2,4,4,2,2,1,3,1,3,3,4,4,1,5,2,4,4,5,5,4,2,5,3,1,,olive,2,2,1,,2,3,4,3,3,5,4,3,1,1,3,1,2,6,19,2,,1,1,4,3,Catholic,5,1,Chemistry,45577
1/24/22 11:27,1/24/22 11:36,0,75.76.58.183,100,517,1,1/24/22 11:36,R_1o57SVJikJEiiKR,,,,,27.75379944,-82.72080231,anonymous,EN,1,1,4,2,4,3,2,4,3,2,4,2,4,4,4,4,2,4,4,4,2,4,2,2,2,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,3,3,3,4,4,4,4,2,2,2,2,2,4,2,2,3,2,3,3,3,4,3,3,2,1,3,3,2,3,4,3,4,4,5,2,2,6,3,1,3,1,,olive,4,2,1,,2,5,6,4,5,5,6,5,4,2,2,5,2,7,19,2,,1,1,2,1,,3,2,Marketing,45507
1/24/22 12:43,1/24/22 12:52,0,131.247.244.22,100,526,1,1/24/22 12:52,R_27W0fH5vcs9e82J,,,,,27.96000671,-82.46140289,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,2,4,3,3,4,2,4,4,4,3,4,4,4,4,4,4,2,4,3,3,2,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,2,2,3,3,1,4,2,3,1,1,,olive,3,1,1,,3,1,4,1,1,7,1,1,1,1,1,1,1,6,18,2,,2,1,3,3,Christian ,2,2,Biomedical Sciences,45515
1/24/22 12:51,1/24/22 13:00,0,131.247.226.240,100,542,1,1/24/22 13:00,R_31bIbKPWS0dcx5l,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,3,3,3,4,2,3,3,3,3,3,4,3,4,4,4,2,4,3,4,3,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3,4,2,5,3,3,2,3,2,2,3,4,2,1,,Olive,3,2,1,,3,2,4,1,2,3,3,6,5,2,3,3,5,5,18,1,,1,1,2,1,,3,2,Psychology ,45071
1/24/22 14:30,1/24/22 14:38,0,131.247.224.115,100,493,1,1/24/22 14:38,R_2Bs7gImHSTUNFy1,,,,,28.06190491,-82.40440369,anonymous,EN,0.899999976,1,2,2,3,3,2,3,3,2,3,2,4,2,3,2,3,3,3,4,2,2,2,1,1,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,5,2,4,2,1,1,1,1,4,2,1,1,1,,olive,4,2,2,"youth programs, work ",3,2,4,3,3,5,5,5,4,4,2,1,1,3,20,2,,1,1,2,3,Roman Catholic ,3,2,Integrative Animal Biology/Psychology,39977
1/24/22 19:40,1/24/22 19:55,0,71.40.132.110,100,871,1,1/24/22 19:55,R_2v1cO2RrfZi9ztg,,,,,28.03309631,-81.93910217,anonymous,EN,0.800000012,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,4,2,2,3,1,3,2,4,4,3,4,4,4,3,4,2,4,1,3,4,2,2,1,1,1,1,1,5,3,2,4,2,2,2,2,3,3,3,2,2,2,2,4,2,4,4,2,2,3,2,2,2,2,3,1,1,3,3,6,6,4,6,6,6,6,1,2,3,3,4,2,1,,olive,1,2,1,,1,1,5,5,4,4,4,4,4,4,1,2,1,4,22,2,,6,1,3,1,,4,2,Health Sciences,43344
1/24/22 20:21,1/24/22 20:31,0,75.115.59.156,100,622,1,1/24/22 20:31,R_3oLPwTRFGajxkdf,,,,,28.23649597,-82.3289032,anonymous,EN,1,1,3,4,4,4,2,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,2,3,2,2,4,2,3,1,1,,olive,3,1,1,,2,1,1,1,1,7,1,1,1,1,1,1,1,6,18,2,,2,1,3,3,Christianity ,2,2,Biomedical Sciences,45515
1/25/22 9:41,1/25/22 9:48,0,131.247.224.19,100,407,1,1/25/22 9:48,R_2Bsrk7FWnhf7blc,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,3,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,3,3,1,1,1,1,1,5,4,3,4,4,4,2,2,4,4,2,2,4,2,4,4,4,2,4,2,2,3,4,4,2,2,1,1,1,1,3,3,2,2,2,2,1,1,1,1,1,1,1,3,1,,olive,3,2,1,,3,1,2,1,1,5,2,2,2,1,3,2,1,3,20,2,,1,1,3,1,,2,2,Biomedical Sciences,42305
1/25/22 12:24,1/25/22 12:32,0,47.205.130.163,100,518,1,1/25/22 12:32,R_12A9btIIfOAqwhW,,,,,28.14900208,-82.04109955,anonymous,EN,1,1,2,2,3,2,1,3,3,3,4,3,4,4,2,4,4,3,4,4,4,4,3,3,3,3,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,3,3,2,3,3,3,2,5,2,1,3,2,5,6,5,1,4,3,2,4,olive,2,2,1,,3,1,4,2,3,7,3,4,3,1,4,2,1,6,18,2,,"1,4",1,3,3,Catholic,5,2,Elementary Education ,45704
1/25/22 14:26,1/25/22 14:42,0,65.33.219.191,100,926,1,1/25/22 14:42,R_29bRM5IkwHnIpMR,,,,,27.70449829,-82.43379974,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3,4,3,2,4,2,3,4,4,4,4,4,3,2,3,3,4,2,3,3,3,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,3,3,3,3,3,4,6,2,5,5,2,2,3,2,4,4,4,4,2,4,olive,4,2,2,Military,2,2,2,1,2,6,4,4,4,1,1,1,1,5,41,1,,1,1,1,1,,1,2,IT Cyber Security,45619
1/25/22 14:59,1/25/22 15:14,0,172.109.157.162,100,942,1,1/25/22 15:14,R_2uR1jckPEo7aXmh,,,,,28.05079651,-82.4484024,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,1,4,3,4,4,4,4,4,4,2,3,4,4,4,4,4,2,2,4,2,2,1,1,1,1,1,5,1,4,1,3,3,4,2,2,4,3,3,4,4,4,4,4,4,2,4,2,4,4,4,3,3,3,3,3,3,3,2,5,4,6,3,2,4,2,6,1,1,2,4,2,4,olive,3,1,1,,1,2,6,3,7,2,5,2,4,1,5,5,2,7,20,2,,1,1,2,3,Presbyterian,2,1,Biomedical Science / Psychology,42009
1/25/22 15:57,1/25/22 16:03,0,73.57.233.34,100,325,1,1/25/22 16:03,R_2CZdmfYLboGGh9N,,,,,27.26210022,-80.38349915,anonymous,EN,1,1,4,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,6,2,5,3,3,4,2,1,5,2,2,3,2,2,olive,3,2,1,,3,4,5,2,5,5,4,5,4,3,3,3,2,5,21,2,,1,1,1,1,,1,2,Health Science,45495
1/25/22 17:57,1/25/22 18:06,0,24.73.31.106,100,570,1,1/25/22 18:06,R_OKiS95wCsk2R6KZ,,,,,28.32989502,-82.28500366,anonymous,EN,0.899999976,1,4,3,4,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,3,4,2,3,2,4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,2,2,4,4,2,2,2,2,4,4,4,4,2,2,2,4,4,4,2,2,3,3,3,3,3,2,5,1,2,1,3,1,4,2,2,1,5,3,2,4,olive,3,2,1,,3,1,4,1,1,7,1,1,4,1,1,1,1,6,23,2,,3,1,4,3,,5,2,Behavioral Healthcare,42103
1/25/22 20:32,1/25/22 20:45,0,47.198.20.144,100,741,1,1/25/22 20:45,R_2fqCwdOiTjGBTUF,,,,,28.14120483,-82.5931015,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,2,2,2,2,4,1,3,4,3,2,4,4,4,4,3,4,2,2,2,4,2,1,1,1,1,1,1,4,1,4,1,4,4,2,2,4,2,2,4,4,3,2,4,4,2,3,4,1,1,1,1,1,3,3,3,3,3,4,6,4,6,2,4,4,4,5,5,4,6,3,2,2,olive,4,2,2,"Work, and Church.",4,4,3,3,3,6,4,3,4,3,5,5,5,7,20,2,,"1,4",1,5,3,Presbyterian ,5,2,Psychology,43966
1/25/22 20:38,1/25/22 20:48,0,173.205.111.197,100,569,1,1/25/22 20:48,R_12Gv5nQ7x6wdITB,,,,,28.05079651,-82.4484024,anonymous,EN,1,1,4,2,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,2,2,2,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,3,3,4,6,2,4,3,2,2,2,4,4,3,2,3,2,3,olive,3,2,2,courses,3,5,6,4,5,6,5,6,6,5,5,5,2,5,19,2,,1,1,1,1,,1,2,psychology,41917
